# file...... Fixed_Electric_TPM_3_of_3.csv
# date...... Tue May 04 10:07:08 2010
# user...... D3P313
# host...... (null)
# target.... triplex_meter 19
# trigger... (none)
# interval.. 3600
# limit..... 8808
# timestamp,measured_real_energy,monthly_energy
2006-01-04 12:00:00 CST,+25535206.5641,+25535.2065641
2006-01-04 13:00:00 CST,+25833041.6949,+25833.0416949
2006-01-04 14:00:00 CST,+26125527.1692,+26125.5271692
2006-01-04 15:00:00 CST,+26423162.9896,+26423.1629896
2006-01-04 16:00:00 CST,+26733330.1227,+26733.3301227
2006-01-04 17:00:00 CST,+27113157.452,+27113.157452
2006-01-04 18:00:00 CST,+27582824.257,+27582.824257
2006-01-04 19:00:00 CST,+28052766.5665,+28052.7665665
2006-01-04 20:00:00 CST,+28509200.6343,+28509.2006343
2006-01-04 21:00:00 CST,+28921906.832,+28921.906832
2006-01-04 22:00:00 CST,+29311085.4373,+29311.0854373
2006-01-04 23:00:00 CST,+29679983.1256,+29679.9831256
2006-01-05 00:00:00 CST,+30059785.7911,+30059.7857911
2006-01-05 01:00:00 CST,+30452897.1019,+30452.8971019
2006-01-05 02:00:00 CST,+30840796.0076,+30840.7960076
2006-01-05 03:00:00 CST,+31215980.5455,+31215.9805455
2006-01-05 04:00:00 CST,+31617465.8015,+31617.4658015
2006-01-05 05:00:00 CST,+31989567.3195,+31989.5673195
2006-01-05 06:00:00 CST,+32404062.5791,+32404.0625791
2006-01-05 07:00:00 CST,+32836314.3092,+32836.3143092
2006-01-05 08:00:00 CST,+33258784.7427,+33258.7847427
2006-01-05 09:00:00 CST,+33665245.2422,+33665.2452422
2006-01-05 10:00:00 CST,+34025271.6064,+34025.2716064
2006-01-05 11:00:00 CST,+34351192.7735,+34351.1927735
2006-01-05 12:00:00 CST,+34663160.5651,+34663.1605651
2006-01-05 13:00:00 CST,+34966924.6452,+34966.9246452
2006-01-05 14:00:00 CST,+35276044.8407,+35276.0448407
2006-01-05 15:00:00 CST,+35602334.3021,+35602.3343021
2006-01-05 16:00:00 CST,+35954862.8084,+35954.8628084
2006-01-05 17:00:00 CST,+36350115.1236,+36350.1151236
2006-01-05 18:00:00 CST,+36819637.7362,+36819.6377362
2006-01-05 19:00:00 CST,+37273856.0492,+37273.8560492
2006-01-05 20:00:00 CST,+37717894.4698,+37717.8944698
2006-01-05 21:00:00 CST,+38119159.7993,+38119.1597993
2006-01-05 22:00:00 CST,+38501181.106,+38501.181106
2006-01-05 23:00:00 CST,+38870644.99,+38870.64499
2006-01-06 00:00:00 CST,+39250402.5942,+39250.4025942
2006-01-06 01:00:00 CST,+39652341.0495,+39652.3410495
2006-01-06 02:00:00 CST,+40080997.6124,+40080.9976124
2006-01-06 03:00:00 CST,+40529191.2765,+40529.1912765
2006-01-06 04:00:00 CST,+41045115.2978,+41045.1152978
2006-01-06 05:00:00 CST,+41527243.1675,+41527.2431675
2006-01-06 06:00:00 CST,+42067256.0139,+42067.2560139
2006-01-06 07:00:00 CST,+42617515.6112,+42617.5156112
2006-01-06 08:00:00 CST,+43142261.2806,+43142.2612806
2006-01-06 09:00:00 CST,+43605240.5466,+43605.2405466
2006-01-06 10:00:00 CST,+43973045.1059,+43973.0451059
2006-01-06 11:00:00 CST,+44303932.4476,+44303.9324476
2006-01-06 12:00:00 CST,+44619999.2693,+44619.9992693
2006-01-06 13:00:00 CST,+44898415.0569,+44898.4150569
