# file...... Fixed_Electric_TPM_1_of_3.csv
# date...... Tue May 04 10:07:08 2010
# user...... D3P313
# host...... (null)
# target.... triplex_meter 15
# trigger... (none)
# interval.. 3600
# limit..... 8808
# timestamp,measured_real_energy,monthly_energy
2006-01-03 17:00:00 CST,+18595827.9247,+18595.8279247
2006-01-03 18:00:00 CST,+19010104.9302,+19010.1049302
2006-01-03 19:00:00 CST,+19401176.7447,+19401.1767447
2006-01-03 20:00:00 CST,+19799660.2525,+19799.6602525
2006-01-03 21:00:00 CST,+20165355.0089,+20165.3550089
2006-01-03 22:00:00 CST,+20531675.5969,+20531.6755969
2006-01-03 23:00:00 CST,+20895475.2771,+20895.4752771
2006-01-04 00:00:00 CST,+21272783.9017,+21272.7839017
2006-01-04 01:00:00 CST,+21673386.2551,+21673.3862551
2006-01-04 02:00:00 CST,+22095890.491,+22095.890491
2006-01-04 03:00:00 CST,+22522722.2239,+22522.7222239
2006-01-04 04:00:00 CST,+23000169.647,+23000.169647
2006-01-04 05:00:00 CST,+23445056.2958,+23445.0562958
2006-01-04 06:00:00 CST,+23946640.335,+23946.640335
2006-01-04 07:00:00 CST,+24458988.1731,+24458.9881731
2006-01-04 08:00:00 CST,+24927771.6708,+24927.7716708
2006-01-04 09:00:00 CST,+25371397.7268,+25371.3977268
2006-01-04 10:00:00 CST,+25746534.4231,+25746.5344231
2006-01-04 11:00:00 CST,+26090182.4599,+26090.1824599
2006-01-04 12:00:00 CST,+26406083.4765,+26406.0834765
2006-01-04 13:00:00 CST,+26717810.2426,+26717.8102426
2006-01-04 14:00:00 CST,+27021479.6666,+27021.4796666
2006-01-04 15:00:00 CST,+27331349.2582,+27331.3492582
2006-01-04 16:00:00 CST,+27657234.7072,+27657.2347072
2006-01-04 17:00:00 CST,+28042074.7561,+28042.0747561
2006-01-04 18:00:00 CST,+28532600.1131,+28532.6001131
2006-01-04 19:00:00 CST,+29018874.2296,+29018.8742296
2006-01-04 20:00:00 CST,+29490714.6041,+29490.7146041
2006-01-04 21:00:00 CST,+29915141.6201,+29915.1416201
2006-01-04 22:00:00 CST,+30318459.5182,+30318.4595182
2006-01-04 23:00:00 CST,+30712812.5906,+30712.8125906
2006-01-05 00:00:00 CST,+31101254.4345,+31101.2544345
2006-01-05 01:00:00 CST,+31506821.0639,+31506.8210639
2006-01-05 02:00:00 CST,+31899318.7015,+31899.3187015
2006-01-05 03:00:00 CST,+32286136.1797,+32286.1361797
2006-01-05 04:00:00 CST,+32699060.094,+32699.060094
2006-01-05 05:00:00 CST,+33074491.5009,+33074.4915009
2006-01-05 06:00:00 CST,+33509122.135,+33509.122135
2006-01-05 07:00:00 CST,+33944903.107,+33944.903107
2006-01-05 08:00:00 CST,+34360558.6984,+34360.5586984
2006-01-05 09:00:00 CST,+34779482.6138,+34779.4826138
2006-01-05 10:00:00 CST,+35151944.4089,+35151.9444089
2006-01-05 11:00:00 CST,+35492503.4728,+35492.5034728
2006-01-05 12:00:00 CST,+35817682.1406,+35817.6821406
2006-01-05 13:00:00 CST,+36136196.3389,+36136.1963389
2006-01-05 14:00:00 CST,+36461477.0693,+36461.4770693
2006-01-05 15:00:00 CST,+36800127.7232,+36800.1277232
2006-01-05 16:00:00 CST,+37160942.3571,+37160.9423571
2006-01-05 17:00:00 CST,+37562713.0274,+37562.7130274
2006-01-05 18:00:00 CST,+38056581.5928,+38056.5815928
2006-01-05 19:00:00 CST,+38527522.7233,+38527.5227233
2006-01-05 20:00:00 CST,+38986602.7262,+38986.6027262
2006-01-05 21:00:00 CST,+39402053.5237,+39402.0535237
2006-01-05 22:00:00 CST,+39796441.2136,+39796.4412136
2006-01-05 23:00:00 CST,+40188586.1606,+40188.5861606
2006-01-06 00:00:00 CST,+40581501.2667,+40581.5012667
2006-01-06 01:00:00 CST,+40994528.5484,+40994.5285484
2006-01-06 02:00:00 CST,+41427838.5236,+41427.8385236
2006-01-06 03:00:00 CST,+41891806.1792,+41891.8061792
2006-01-06 04:00:00 CST,+42414242.7108,+42414.2427108
2006-01-06 05:00:00 CST,+42903698.438,+42903.698438
2006-01-06 06:00:00 CST,+43461057.9921,+43461.0579921
2006-01-06 07:00:00 CST,+44018551.8942,+44018.5518942
2006-01-06 08:00:00 CST,+44534185.1904,+44534.1851904
2006-01-06 09:00:00 CST,+45014450.3917,+45014.4503917
2006-01-06 10:00:00 CST,+45405519.7993,+45405.5197993
2006-01-06 11:00:00 CST,+45761047.7879,+45761.0477879
2006-01-06 12:00:00 CST,+46089281.9343,+46089.2819343
2006-01-06 13:00:00 CST,+46386931.6517,+46386.9316517
